,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,66164109,Seneca Mortgage Servicing LLC,16 SM 008027,Servicemembers,Open,20160811,20160811
1,67025054,Seneca Mortgage Servicing LLC,1585CV00526,Real Property,Open,20150403,20150403
2,67506467,Seneca Mortgage Servicing LLC,1585CV00095,Real Property,Closed,20150121,20151119
3,70970301,Seneca Mortgage Servicing LLC,16 SM 005403,Servicemembers,Open,20160524,20160524
4,71344954,Seneca Mortgage Servicing LLC,16 SM 005034,Servicemembers,Open,20160513,20160513
5,74106255,Seneca Mortgage Servicing LLC,1577CV00926,Real Property,Closed,20150603,20150603
6,74065816,Seneca Mortgage Servicing LLC fka AMS Servicing LLC,1577CV00043,Real Property,Closed,20150112,20150318
