,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,14601,Atlantic Credit & Finance Inc,1158CV000772,Civil,Disposed (Statistical Purposes),20111019,20111122
1,20715,Atlantic Credit & Finance Inc,1063SC000084,Small Claims,Disposed (Statistical Purposes),20100315,20100923
2,23086,Atlantic Credit & Finance Inc,1063SP000049,Supplementary Process,Disposed (Statistical Purposes),20100315,20100408
3,209079,Atlantic Credit & Finance Inc,1063SP000084,Supplementary Process,Disposed (Statistical Purposes),20100429,20100702
4,210251,Atlantic Credit & Finance Inc,1063SP000086,Supplementary Process,Disposed (Statistical Purposes),20100429,20100702
5,226976,Atlantic Credit & Finance Inc,1023SC001789,Small Claims,Disposed (Statistical Purposes),20100716,20100910
6,262207,Atlantic Credit & Finance Inc,1455SP000161,Supplementary Process,Disposed (Statistical Purposes),20141028,20150212
7,288010,Atlantic Credit & Finance Inc,1216CV000292,Civil,Disposed (Statistical Purposes),20120827,20121024
8,288802,Atlantic Credit & Finance Inc,1063SP000108,Supplementary Process,Disposed (Statistical Purposes),20100607,20100715
9,304120,Atlantic Credit & Finance Inc,1031SP000046,Supplementary Process,Disposed (Statistical Purposes),20100125,20110113
10,352232,Atlantic Credit & Finance Inc,1247CV000027,Civil,Disposed (Statistical Purposes),20120123,20120417
11,364868,Atlantic Credit & Finance Inc,1065CV000379,Civil,Disposed (Statistical Purposes),20100614,20101221
12,366715,Atlantic Credit & Finance Inc,0910CV001377,Civil,Disposed (Statistical Purposes),20091118,20100127
13,447702,Atlantic Credit & Finance Inc,1015SP000122,Supplementary Process,Disposed (Statistical Purposes),20100128,20100310
14,450714,Atlantic Credit & Finance Inc,1015SP000129,Supplementary Process,Disposed (Statistical Purposes),20100128,20100310
15,514998,Atlantic Credit & Finance Inc,1216CV000319,Civil,Disposed (Statistical Purposes),20120918,20130705
16,524593,Atlantic Credit & Finance Inc,1015CV000418,Civil,Disposed (Statistical Purposes),20100212,20101110
17,636749,Atlantic Credit & Finance Inc,1023SP000990,Supplementary Process,Disposed (Statistical Purposes),20100809,20101007
18,642683,Atlantic Credit & Finance Inc,1023SP000992,Supplementary Process,Disposed (Statistical Purposes),20100809,20101007
19,647803,Atlantic Credit & Finance Inc,1023SP000996,Supplementary Process,Disposed (Statistical Purposes),20100809,20101007
20,782251,Atlantic Credit & Finance Inc,1462CV001480,Civil,Disposed (Statistical Purposes),20140825,20150113
21,860315,Atlantic Credit & Finance Inc,1264CV000473,Civil,Disposed (Statistical Purposes),20120828,20131211
22,900090,Atlantic Credit & Finance Inc,1355SP000235,Supplementary Process,Disposed (Statistical Purposes),20131101,20140306
23,937195,Atlantic Credit & Finance Inc,1053CV000260,Civil,Disposed (Statistical Purposes),20100217,20110927
24,944757,Atlantic Credit & Finance Inc,1431SP000086,Supplementary Process,Disposed (Statistical Purposes),20140325,20140717
25,993972,Atlantic Credit & Finance Inc,1359CV000692,Civil,Disposed (Statistical Purposes),20130819,20141226
26,995218,Atlantic Credit & Finance Inc,1014SP000663,Supplementary Process,Disposed (Statistical Purposes),20101027,20110823
27,1009388,Atlantic Credit & Finance Inc,1157SP000114,Supplementary Process,Disposed (Statistical Purposes),20110322,20110526
28,1012237,Atlantic Credit & Finance Inc,1041SP000068,Supplementary Process,Disposed (Statistical Purposes),20100315,20100315
29,1012497,Atlantic Credit & Finance Inc,1157SP000115,Supplementary Process,Disposed (Statistical Purposes),20110322,20111101
30,1015194,Atlantic Credit & Finance Inc,1157SP000116,Supplementary Process,Disposed (Statistical Purposes),20110322,20110929
31,1067349,Atlantic Credit & Finance Inc,1257SP000174,Supplementary Process,Pending,20120423,20120423
32,1096420,Atlantic Credit & Finance Inc,1041CV000130,Civil,Disposed (Statistical Purposes),20100420,20100615
33,1124674,Atlantic Credit & Finance Inc,1041SP000111,Supplementary Process,Disposed (Statistical Purposes),20100505,20100505
34,1176190,Atlantic Credit & Finance Inc,1355CV000541,Civil,Pending,20131202,20131202
35,1229322,Atlantic Credit & Finance Inc,1355CV000545,Civil,Disposed (Statistical Purposes),20131209,20140225
36,1233620,Atlantic Credit & Finance Inc,1041SP000138,Supplementary Process,Disposed (Statistical Purposes),20100607,20100607
37,1379705,Atlantic Credit & Finance Inc,1038SC000102,Small Claims,Disposed (Statistical Purposes),20100211,20100416
38,1505061,Atlantic Credit & Finance Inc,1033CV001139,Civil,Disposed (Statistical Purposes),20100702,20110412
39,1509041,Atlantic Credit & Finance Inc,1033CV001141,Civil,Disposed (Statistical Purposes),20100702,20110412
40,1550268,Atlantic Credit & Finance Inc,1431SP000162,Supplementary Process,Disposed (Statistical Purposes),20140422,20140911
41,1620036,Atlantic Credit & Finance Inc,1331SP000247,Supplementary Process,Disposed (Statistical Purposes),20130715,20131004
42,1701798,Atlantic Credit & Finance Inc,1150CV001217,Civil,Closed,20110902,20111110
43,1740490,Atlantic Credit & Finance Inc,1243CV000373,Civil,Disposed (Statistical Purposes),20120920,20131104
44,1790499,Atlantic Credit & Finance Inc,1418CV000914,Civil,Pending,20140915,20140915
45,1827487,Atlantic Credit & Finance Inc,1267SP000177,Supplementary Process,Disposed (Statistical Purposes),20120730,20121004
46,1956446,Atlantic Credit & Finance Inc,1034SP000403,Supplementary Process,Disposed (Statistical Purposes),20100706,20100927
47,1989051,Atlantic Credit & Finance Inc,1210CV000613,Civil,Disposed (Statistical Purposes),20121001,20121203
