,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,1697547,Quantum Servicing Corporation,1114SU000030,Summary Process,Disposed (Statistical Purposes),20110125,20110211
1,11525534,Quantum Servicing Corporation,10H83SP05251NB,Housing Court Summary Process,Active,20101217,20101217
2,18283055,Quantum Servicing Corporation,1085CV00557,Real Property,Closed,20100315,20100621
3,52419956,Quantum Servicing Corporation,11 MISC 446641,Servicemembers,Closed,20110325,20110808
4,56322356,Quantum Servicing Corporation,11 MISC 452744,Servicemembers,Closed,20110829,20111209
5,56425750,Quantum Servicing Corporation,11 MISC 452872,Servicemembers,Closed,20110831,20111228
6,56664196,Quantum Servicing Corporation,11 MISC 445618,Servicemembers,Closed,20110223,20110607
7,57023321,Quantum Servicing Corporation,11 MISC 455051,Servicemembers,Closed,20111024,20120413
8,59104641,Quantum Servicing Corporation,1181CV02729,Real Property,Closed,20110803,20111215
9,60684407,Quantum Servicing Corporation,11 MISC 453346,Servicemembers,Closed,20110914,20111208
10,60734031,Quantum Servicing Corporation,11 MISC 448447,Servicemembers,Closed,20110511,20110915
11,61308476,Quantum Servicing Corporation,10 MISC 422346,Servicemembers,Closed,20100210,20100525
12,61321893,Quantum Servicing Corporation,09 MISC 417209,Servicemembers,Closed,20091125,20100323
13,61394532,Quantum Servicing Corporation,11 MISC 449721,Servicemembers,Closed,20110627,20110927
14,61818010,Quantum Servicing Corporation,10 MISC 435505,Servicemembers,Closed,20100729,20101117
15,62298428,Quantum Servicing Corporation,10 MISC 437283,Servicemembers,Closed,20100817,20101228
16,62389949,Quantum Servicing Corporation,10 MISC 426350,Servicemembers,Closed,20100401,20161118
17,62688722,Quantum Servicing Corporation,06 MISC 327324,Servicemembers,Closed,20060802,20061024
18,62693665,Quantum Servicing Corporation,06 MISC 327323,Servicemembers,Closed,20060802,20061024
19,75876311,Quantum Servicing Corporation,09 MISC 413743,Servicemembers,Closed,20091008,20100224
20,76857781,Quantum Servicing Corporation,09 MISC 413124,Servicemembers,Closed,20091001,20100209
21,76871862,Quantum Servicing Corporation,10 MISC 440964,Servicemembers,Closed,20100929,20110405
22,77002512,Quantum Servicing Corporation,09 MISC 415506,Servicemembers,Closed,20091102,20100309
23,78244635,Quantum Servicing Corporation,10 MISC 429589,Servicemembers,Closed,20100512,20101005
24,78336190,Quantum Servicing Corporation,09 MISC 414461,Servicemembers,Closed,20091019,20110601
25,78405951,Quantum Servicing Corporation,09 MISC 416716,Servicemembers,Closed,20091118,20100323
26,59669212,Quantum Servicing Corporation etc,06 MISC 327899,Servicemembers,Closed,20060814,20061031
