,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,41834514,RoundPoint Mortgage Servicing Corporation,15 SM 005448,Servicemembers,Open,20150706,20150706
1,49901810,RoundPoint Mortgage Servicing Corporation,11 MISC 447117,Servicemembers,Closed,20110406,20111027
2,52377083,RoundPoint Mortgage Servicing Corporation,16 SM 003346,Servicemembers,Closed,20160331,20161014
3,57066990,RoundPoint Mortgage Servicing Corporation,16 SM 003955,Servicemembers,Closed,20160415,20161024
4,58669756,RoundPoint Mortgage Servicing Corporation,14 MISC 486410,Servicemembers,Closed,20140916,20141219
5,58825495,RoundPoint Mortgage Servicing Corporation,15 SM 008117,Servicemembers,Closed,20150921,20151116
6,59132855,RoundPoint Mortgage Servicing Corporation,16 SM 000276,Servicemembers,Closed,20160108,20160506
7,66166331,RoundPoint Mortgage Servicing Corporation,16 SM 007765,Servicemembers,Open,20160804,20160804
8,66338623,RoundPoint Mortgage Servicing Corporation,16 SM 007701,Servicemembers,Open,20160802,20160802
9,66705027,RoundPoint Mortgage Servicing Corporation,16 SM 006269,Servicemembers,Open,20160620,20160620
10,78135540,RoundPoint Mortgage Servicing Corporation,16 SM 007401,Servicemembers,Open,20160725,20160725
11,81236505,RoundPoint Mortgage Servicing Corporation,17 SM 006958,Servicemembers,Open,20170822,20170822
12,81842353,RoundPoint Mortgage Servicing Corporation,17 SM 009399,Servicemembers,Closed,20171205,20180418
13,81938762,RoundPoint Mortgage Servicing Corporation,17 SM 003398,Servicemembers,Open,20170413,20170413
14,82051395,RoundPoint Mortgage Servicing Corporation,17 SM 003483,Servicemembers,Open,20170418,20170418
15,82289336,RoundPoint Mortgage Servicing Corporation,17 MISC 000176,Miscellaneous,Closed,20170403,20171113
16,83062703,RoundPoint Mortgage Servicing Corporation,19 SM 002652,Servicemembers,Open,20190529,20190529
17,83085075,RoundPoint Mortgage Servicing Corporation,19 SM 002683,Servicemembers,Closed,20190530,20200129
18,83236031,RoundPoint Mortgage Servicing Corporation,19 SM 002950,Servicemembers,Closed,20190619,20190806
19,83670687,RoundPoint Mortgage Servicing Corporation,17 SM 005720,Servicemembers,Closed,20170628,20180531
20,83680711,RoundPoint Mortgage Servicing Corporation,1779CV00810,Equitable Remedies,Closed,20171117,20171117
21,83806513,RoundPoint Mortgage Servicing Corporation,19 SM 002573,Servicemembers,Closed,20190522,20190726
22,83908602,RoundPoint Mortgage Servicing Corporation,19 SM 004148,Servicemembers,Closed,20190912,20190918
23,83921068,RoundPoint Mortgage Servicing Corporation,20 SM 000129,Servicemembers,Closed,20200110,20200818
24,83954218,RoundPoint Mortgage Servicing Corporation,19 SM 004388,Servicemembers,Closed,20190923,20200116
25,83957034,RoundPoint Mortgage Servicing Corporation,20 SM 000216,Servicemembers,Closed,20200115,20210630
26,83971953,RoundPoint Mortgage Servicing Corporation,19 SM 004459,Servicemembers,Closed,20190926,20200109
27,83997684,RoundPoint Mortgage Servicing Corporation,20 SM 000441,Servicemembers,Closed,20200127,20200923
28,84002418,RoundPoint Mortgage Servicing Corporation,20 SM 000443,Servicemembers,Closed,20200127,20201222
29,84005266,RoundPoint Mortgage Servicing Corporation,20 SM 000442,Servicemembers,Open,20200127,20200127
30,84008531,RoundPoint Mortgage Servicing Corporation,20 SM 000439,Servicemembers,Open,20200127,20200127
31,84022843,RoundPoint Mortgage Servicing Corporation,20 SM 000522,Servicemembers,Open,20200130,20200130
32,84096657,RoundPoint Mortgage Servicing Corporation,19 SM 005542,Servicemembers,Closed,20191115,20200116
33,84155179,RoundPoint Mortgage Servicing Corporation,19 SM 005533,Servicemembers,Closed,20191114,20200116
34,86700499,RoundPoint Mortgage Servicing Corporation,18 SM 008147,Servicemembers,Closed,20181231,20190411
35,86734893,RoundPoint Mortgage Servicing Corporation,18 SM 007690,Servicemembers,Closed,20181210,20190315
36,87272557,RoundPoint Mortgage Servicing Corporation,19 SM 002383,Servicemembers,Closed,20190509,20190920
37,87273608,RoundPoint Mortgage Servicing Corporation,19 SM 002312,Servicemembers,Closed,20190506,20201218
38,87777589,RoundPoint Mortgage Servicing Corporation,18 SM 001887,Servicemembers,Closed,20180322,20180716
39,71481116,"PCG REO Holding, LLC C/O Roundpoint Mortgage Servicing Corporation",13H84SP000135,Housing Court Summary Process,Closed,20130111,20130130
