,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,53059611,"Reverse Mortgage Funding, LLC",15 SM 010980,Servicemembers,Open,20151210,20151210
1,83068367,"Reverse Mortgage Funding, LLC",19 SM 002663,Servicemembers,Closed,20190529,20190716
2,83081918,"Reverse Mortgage Funding, LLC",21 SM 001261,Servicemembers,Closed,20211013,20211201
3,83083689,"Reverse Mortgage Funding, LLC",19 SM 002682,Servicemembers,Closed,20190530,20190807
4,83106587,"Reverse Mortgage Funding, LLC",19 SM 002739,Servicemembers,Closed,20190604,20190916
5,83130646,"Reverse Mortgage Funding, LLC",19 SM 002765,Servicemembers,Closed,20190605,20190725
6,83155197,"Reverse Mortgage Funding, LLC",19 SM 002792,Servicemembers,Closed,20190607,20200123
7,83254863,"Reverse Mortgage Funding, LLC",19 SM 002971,Servicemembers,Open,20190621,20190621
8,83840211,"Reverse Mortgage Funding, LLC",2179CV00557,Equitable Remedies,Open,20211027,20211027
9,83883091,"Reverse Mortgage Funding, LLC",19 SM 004046,Servicemembers,Closed,20190905,20210825
10,83917445,"Reverse Mortgage Funding, LLC",19 SM 004156,Servicemembers,Closed,20190912,20191220
11,83936697,"Reverse Mortgage Funding, LLC",19 SM 004200,Servicemembers,Closed,20190916,20210416
12,83996356,"Reverse Mortgage Funding, LLC",19 SM 004695,Servicemembers,Closed,20191008,20191126
13,83998360,"Reverse Mortgage Funding, LLC",19 SM 004689,Servicemembers,Closed,20191008,20191015
14,83999599,"Reverse Mortgage Funding, LLC",19 SM 004686,Servicemembers,Closed,20191007,20191127
15,84012707,"Reverse Mortgage Funding, LLC",19 SM 004694,Servicemembers,Closed,20191008,20191008
16,84018315,"Reverse Mortgage Funding, LLC",19 SM 004840,Servicemembers,Closed,20191015,20191216
17,84023412,"Reverse Mortgage Funding, LLC",19 SM 004839,Servicemembers,Closed,20191015,20191202
18,84074902,"Reverse Mortgage Funding, LLC",19 SM 005006,Servicemembers,Closed,20191022,20191210
19,84113346,"Reverse Mortgage Funding, LLC",17 SM 006341,Servicemembers,Closed,20170725,20180212
20,84129991,"Reverse Mortgage Funding, LLC",19 SM 005411,Servicemembers,Closed,20191108,20200102
21,84145992,"Reverse Mortgage Funding, LLC",19 SM 005493,Servicemembers,Closed,20191113,20210212
22,86783066,"Reverse Mortgage Funding, LLC",18 SM 007897,Servicemembers,Closed,20181219,20190402
23,87038563,"Reverse Mortgage Funding, LLC",19 SM 000441,Servicemembers,Closed,20190123,20190516
24,87075839,"Reverse Mortgage Funding, LLC",19 SM 000475,Servicemembers,Closed,20190124,20191106
25,87076720,"Reverse Mortgage Funding, LLC",19 SM 000473,Servicemembers,Closed,20190124,20190513
26,87091385,"Reverse Mortgage Funding, LLC",19 SM 000499,Servicemembers,Closed,20190125,20190514
27,87104650,"Reverse Mortgage Funding, LLC",18 SM 002002,Servicemembers,Closed,20180327,20201201
28,87112679,"Reverse Mortgage Funding, LLC",18 SM 002016,Servicemembers,Closed,20180327,20190521
29,87115174,"Reverse Mortgage Funding, LLC",18 SM 002100,Servicemembers,Open,20180330,20180330
30,87200663,"Reverse Mortgage Funding, LLC",18 SM 002508,Servicemembers,Closed,20180417,20191122
