,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,4904641,"Select Portfolio Servicing, Inc.",14 MISC 486217,Miscellaneous,Closed,20140909,20141117
1,20250607,"Select Portfolio Servicing, Inc.",0807SU000089,Summary Process,Disposed (Statistical Purposes),20080225,20080307
2,35969016,"Select Portfolio Servicing, Inc.",15 MISC 000428,Miscellaneous,Open,20151019,20151019
3,36288391,"Select Portfolio Servicing, Inc.",05 MISC 305241,Servicemembers,Closed,20050107,20071231
4,41316400,"Select Portfolio Servicing, Inc.",08H84SP001008,Housing Court Summary Process,Active,20080320,20080320
5,41753230,"Select Portfolio Servicing, Inc.",15 MISC 000169,Miscellaneous,Closed,20150515,20150715
6,41794143,"Select Portfolio Servicing, Inc.",15 MISC 000294,Miscellaneous,Open,20150731,20150731
7,41863148,"Select Portfolio Servicing, Inc.",15 MISC 000344,Miscellaneous,Open,20150904,20150904
8,41863576,"Select Portfolio Servicing, Inc.",15 MISC 000345,Miscellaneous,Open,20150904,20150904
9,44177908,"Select Portfolio Servicing, Inc.",08H84CV000790,Housing Court Civil,Active,20081003,20081003
10,44485790,"Select Portfolio Servicing, Inc.",08 MISC 382235,Servicemembers,Closed,20080725,20081125
11,51313975,"Select Portfolio Servicing, Inc.",05 MISC 316989,Servicemembers,Closed,20051220,20060324
12,53293927,"Select Portfolio Servicing, Inc.",15 SBQ 05689 12 - 001,Subsequent,Closed,20151228,20160505
13,53632572,"Select Portfolio Servicing, Inc.",07 MISC 359783,Servicemembers,Closed,20071002,20080205
14,54148706,"Select Portfolio Servicing, Inc.",14 MISC 487840,Servicemembers,Closed,20141104,20150402
15,55739340,"Select Portfolio Servicing, Inc.",13 MISC 479749,Servicemembers,Closed,20130926,20131120
16,55835649,"Select Portfolio Servicing, Inc.",05 MISC 306058,Servicemembers,Closed,20050201,20071231
17,55871127,"Select Portfolio Servicing, Inc.",13 MISC 477501,Servicemembers,Closed,20130404,20131217
18,56299798,"Select Portfolio Servicing, Inc.",05 MISC 306767,Servicemembers,Closed,20050222,20071231
19,56310915,"Select Portfolio Servicing, Inc.",11 MISC 454141,Servicemembers,Closed,20111003,20111216
20,56864582,"Select Portfolio Servicing, Inc.",08 MISC 382437,Servicemembers,Closed,20080805,20090115
21,57065613,"Select Portfolio Servicing, Inc.",08 MISC 382927,Servicemembers,Closed,20080822,20081209
22,57486378,"Select Portfolio Servicing, Inc.",11 MISC 456782,Servicemembers,Closed,20111209,20120328
23,58132290,"Select Portfolio Servicing, Inc.",12 MISC 459572,Servicemembers,Closed,20120215,20120523
24,59454004,"Select Portfolio Servicing, Inc.",13 MISC 478575,Servicemembers,Closed,20130716,20130912
25,59541555,"Select Portfolio Servicing, Inc.",08 MISC 382270,Servicemembers,Closed,20080729,20081125
26,59711520,"Select Portfolio Servicing, Inc.",05 MISC 311521,Servicemembers,Closed,20050720,20051018
27,59978403,"Select Portfolio Servicing, Inc.",12 MISC 466612,Servicemembers,Closed,20120620,20130107
28,60200534,"Select Portfolio Servicing, Inc.",09 MISC 404974,Servicemembers,Closed,20090630,20091124
29,60225823,"Select Portfolio Servicing, Inc.",09 MISC 418082,Servicemembers,Closed,20091209,20100330
30,60264922,"Select Portfolio Servicing, Inc.",07 MISC 347014,Servicemembers,Closed,20070509,20070717
31,60380042,"Select Portfolio Servicing, Inc.",07 MISC 362668,Servicemembers,Closed,20071101,20080709
32,60572379,"Select Portfolio Servicing, Inc.",07 MISC 347481,Servicemembers,Closed,20070515,20070731
33,60731294,"Select Portfolio Servicing, Inc.",10 MISC 433815,Servicemembers,Closed,20100709,20161118
34,60773367,"Select Portfolio Servicing, Inc.",06 MISC 322465,Servicemembers,Closed,20060427,20060627
35,61380441,"Select Portfolio Servicing, Inc.",10 MISC 423451,Servicemembers,Closed,20100225,20100609
36,61510099,"Select Portfolio Servicing, Inc.",08 MISC 385483,Servicemembers,Closed,20080929,20081106
37,62136938,"Select Portfolio Servicing, Inc.",06 MISC 327644,Servicemembers,Closed,20060809,20061031
38,62176881,"Select Portfolio Servicing, Inc.",07 MISC 353485,Servicemembers,Closed,20070730,20071030
39,62193925,"Select Portfolio Servicing, Inc.",08 MISC 371818,Servicemembers,Closed,20080205,20150211
40,62267034,"Select Portfolio Servicing, Inc.",07 MISC 355278,Servicemembers,Closed,20070815,20071204
41,62273043,"Select Portfolio Servicing, Inc.",15 SBQ 02832 11 - 001,Subsequent,Closed,20151112,20160801
42,62995632,"Select Portfolio Servicing, Inc.",11 MISC 449370,Servicemembers,Closed,20110617,20110923
43,63005021,"Select Portfolio Servicing, Inc.",06 MISC 326630,Servicemembers,Closed,20060720,20090917
44,65778282,"Select Portfolio Servicing, Inc.",16 MISC 000516,Miscellaneous,Open,20160906,20160906
45,72123433,"Select Portfolio Servicing, Inc.",1677CV00365,Equitable Remedies,Open,20160314,20160923
46,76096906,"Select Portfolio Servicing, Inc.",15 SBQ 10312 06 - 001,Subsequent,Closed,20150602,20150814
47,76255744,"Select Portfolio Servicing, Inc.",05 MISC 312772,Servicemembers,Closed,20050825,20060317
48,76911192,"Select Portfolio Servicing, Inc.",09 MISC 414983,Servicemembers,Closed,20091026,20100302
