,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,4039982,"Quicken Loans, Inc.",14 MISC 481067,Servicemembers,Closed,20140106,20140403
1,4075304,"Quicken Loans, Inc.",14 MISC 481088,Servicemembers,Closed,20140108,20140404
2,4232739,"Quicken Loans, Inc.",14 MISC 481461,Servicemembers,Closed,20140203,20140414
3,4491035,"Quicken Loans, Inc.",14 MISC 484837,Servicemembers,Closed,20140715,20141020
4,4806653,"Quicken Loans, Inc.",14 MISC 485870,Servicemembers,Open,20140826,20140826
5,4997582,"Quicken Loans, Inc.",14 MISC 484114,Servicemembers,Closed,20140606,20141006
6,5000442,"Quicken Loans, Inc.",14 MISC 484117,Servicemembers,Closed,20140606,20150507
7,5081711,"Quicken Loans, Inc.",14 MISC 484282,Servicemembers,Closed,20140617,20140812
8,5166793,"Quicken Loans, Inc.",14 MISC 488354,Servicemembers,Closed,20141124,20150514
9,11649277,"Quicken Loans, Inc.",13 MISC 480379,Servicemembers,Closed,20131101,20140307
10,11718060,"Quicken Loans, Inc.",13 MISC 480480,Servicemembers,Closed,20131108,20140107
11,11840807,"Quicken Loans, Inc.",13 MISC 480734,Servicemembers,Closed,20131202,20140318
12,16707450,"Quicken Loans, Inc.",1443SU000024,Summary Process,Disposed (Statistical Purposes),20140721,20140807
13,35089716,"Quicken Loans, Inc.",15H79SP004563,Housing Court Summary Process,Active,20151116,20151116
14,49506712,"Quicken Loans, Inc.",13 MISC 480645,Servicemembers,Open,20131121,20131121
15,49785192,"Quicken Loans, Inc.",13 MISC 480697,Servicemembers,Closed,20131126,20140131
16,49850606,"Quicken Loans, Inc.",13 MISC 480752,Servicemembers,Open,20131204,20131204
17,49852500,"Quicken Loans, Inc.",13 MISC 480753,Servicemembers,Closed,20131204,20140318
18,49926673,"Quicken Loans, Inc.",13 MISC 480899,Servicemembers,Closed,20131216,20140212
19,50243000,"Quicken Loans, Inc.",14 MISC 481823,Servicemembers,Closed,20140225,20140512
20,50245343,"Quicken Loans, Inc.",14 MISC 481862,Servicemembers,Closed,20140226,20140619
21,50248384,"Quicken Loans, Inc.",14 MISC 481865,Servicemembers,Closed,20140226,20140505
