,post_id,party_name,case_number,case_type,case_status,file_date,status_date
0,4330432,"Caliber Home Loans, Inc.",14 MISC 481553,Servicemembers,Closed,20140211,20140410
1,4472717,"Caliber Home Loans, Inc.",14 MISC 484817,Servicemembers,Closed,20140714,20140923
2,4789476,"Caliber Home Loans, Inc.",14 MISC 485853,Servicemembers,Closed,20140825,20141121
3,4892422,"Caliber Home Loans, Inc.",14 MISC 483644,Servicemembers,Closed,20140512,20140702
4,5138239,"Caliber Home Loans, Inc.",14 MISC 484384,Servicemembers,Open,20140623,20140623
5,19084836,"Caliber Home Loans, Inc.",1481CV08284,Equitable Remedies,Open,20141107,20141107
6,42011199,"Caliber Home Loans, Inc.",15 SM 001861,Servicemembers,Open,20150316,20150316
7,48104146,"Caliber Home Loans, Inc.",1473CV01041,Real Property,Open,20141015,20141015
8,49926807,"Caliber Home Loans, Inc.",13 MISC 480900,Servicemembers,Closed,20131216,20140130
9,49930713,"Caliber Home Loans, Inc.",13 MISC 480919,Servicemembers,Closed,20131217,20140204
10,50110367,"Caliber Home Loans, Inc.",14 MISC 481716,Servicemembers,Closed,20140219,20140805
11,50274314,"Caliber Home Loans, Inc.",14 MISC 484590,Servicemembers,Open,20140703,20140703
12,50382304,"Caliber Home Loans, Inc.",14 MISC 484715,Servicemembers,Closed,20140709,20150401
13,50444649,"Caliber Home Loans, Inc.",14 MISC 484755,Servicemembers,Closed,20140710,20140916
14,50454521,"Caliber Home Loans, Inc.",14 MISC 484784,Servicemembers,Open,20140711,20140711
15,50456502,"Caliber Home Loans, Inc.",14 MISC 484761,Servicemembers,Open,20140711,20140711
16,50465602,"Caliber Home Loans, Inc.",14 MISC 482007,Servicemembers,Closed,20140305,20140702
17,50966137,"Caliber Home Loans, Inc.",14 MISC 486984,Servicemembers,Closed,20141007,20150317
18,50970341,"Caliber Home Loans, Inc.",14 MISC 486986,Servicemembers,Closed,20141007,20150507
19,50976822,"Caliber Home Loans, Inc.",14 MISC 484037,Servicemembers,Closed,20140603,20140804
20,50977547,"Caliber Home Loans, Inc.",14 MISC 484036,Servicemembers,Closed,20140603,20140801
21,50988238,"Caliber Home Loans, Inc.",14 MISC 484071,Servicemembers,Closed,20140604,20140722
22,51075424,"Caliber Home Loans, Inc.",14 MISC 487089,Servicemembers,Closed,20141009,20160510
23,51563606,"Caliber Home Loans, Inc.",15 SM 008751,Servicemembers,Closed,20151007,20160115
24,51724165,"Caliber Home Loans, Inc.",15 SM 005785,Servicemembers,Closed,20150715,20151006
25,52315292,"Caliber Home Loans, Inc.",16 SM 003123,Servicemembers,Open,20160325,20160325
26,53061033,"Caliber Home Loans, Inc.",15 SM 011003,Servicemembers,Open,20151210,20151210
27,53486655,"Caliber Home Loans, Inc.",13 MISC 480159,Servicemembers,Closed,20131021,20140328
28,53551006,"Caliber Home Loans, Inc.",13 MISC 480408,Servicemembers,Closed,20131104,20131224
29,53551021,"Caliber Home Loans, Inc.",13 MISC 480410,Servicemembers,Closed,20131104,20131224
30,54397538,"Caliber Home Loans, Inc.",15 SM 006341,Servicemembers,Closed,20150731,20150908
31,54620629,"Caliber Home Loans, Inc.",14 MISC 488605,Servicemembers,Closed,20141204,20150507
32,54642068,"Caliber Home Loans, Inc.",14 MISC 484511,Servicemembers,Closed,20140630,20141209
33,54735608,"Caliber Home Loans, Inc.",15 SM 006375,Servicemembers,Closed,20150803,20160104
34,55041652,"Caliber Home Loans, Inc.",14 MISC 488536,Servicemembers,Closed,20141203,20150515
35,55906352,"Caliber Home Loans, Inc.",16 SM 000429,Servicemembers,Closed,20160114,20160527
36,56087891,"Caliber Home Loans, Inc.",16 SM 000136,Servicemembers,Open,20160106,20160106
37,56685428,"Caliber Home Loans, Inc.",16 SM 001083,Servicemembers,Closed,20160204,20160607
38,56767166,"Caliber Home Loans, Inc.",16 SM 000719,Servicemembers,Closed,20160122,20160623
39,56905211,"Caliber Home Loans, Inc.",16 SM 002287,Servicemembers,Closed,20160303,20160818
40,57004946,"Caliber Home Loans, Inc.",14 MISC 482814,Servicemembers,Closed,20140409,20140613
41,57239623,"Caliber Home Loans, Inc.",15 SM 000571,Servicemembers,Open,20150130,20150130
42,57330420,"Caliber Home Loans, Inc.",14 MISC 482952,Servicemembers,Closed,20140414,20140605
43,57339484,"Caliber Home Loans, Inc.",14 MISC 482954,Servicemembers,Open,20140414,20140414
44,57342194,"Caliber Home Loans, Inc.",14 MISC 482951,Servicemembers,Closed,20140414,20140605
45,57418850,"Caliber Home Loans, Inc.",14 MISC 483387,Servicemembers,Closed,20140430,20140709
46,57543347,"Caliber Home Loans, Inc.",14 MISC 484982,Servicemembers,Closed,20140722,20140926
47,57545890,"Caliber Home Loans, Inc.",14 MISC 484974,Servicemembers,Closed,20140722,20140926
48,57738429,"Caliber Home Loans, Inc.",14 MISC 483467,Servicemembers,Closed,20140502,20140804
49,57766025,"Caliber Home Loans, Inc.",14 MISC 483182,Servicemembers,Closed,20140422,20140617
0,57801844,"Caliber Home Loans, Inc.",14 MISC 484472,Servicemembers,Closed,20140626,20140813
1,57806136,"Caliber Home Loans, Inc.",14 MISC 485140,Servicemembers,Closed,20140729,20150515
2,57817352,"Caliber Home Loans, Inc.",14 MISC 483199,Servicemembers,Closed,20140423,20140731
3,57829228,"Caliber Home Loans, Inc.",15 SM 001612,Servicemembers,Closed,20150306,20150825
4,57893344,"Caliber Home Loans, Inc.",15 SM 001611,Servicemembers,Closed,20150306,20150717
5,57908570,"Caliber Home Loans, Inc.",14 MISC 483749,Servicemembers,Closed,20140515,20140711
6,57995264,"Caliber Home Loans, Inc.",15 SM 002561,Servicemembers,Open,20150331,20150331
7,58052080,"Caliber Home Loans, Inc.",14 MISC 488316,Servicemembers,Closed,20141121,20150514
8,58094551,"Caliber Home Loans, Inc.",15 SM 001683,Servicemembers,Open,20150310,20150310
9,58192362,"Caliber Home Loans, Inc.",14 MISC 483865,Servicemembers,Closed,20140522,20140806
10,58232945,"Caliber Home Loans, Inc.",14 MISC 484505,Servicemembers,Closed,20140627,20140902
11,58271961,"Caliber Home Loans, Inc.",15 SM 004344,Servicemembers,Closed,20150528,20160427
12,58785834,"Caliber Home Loans, Inc.",14 MISC 486723,Servicemembers,Open,20140926,20140926
13,58845186,"Caliber Home Loans, Inc.",15 SM 004970,Servicemembers,Closed,20150617,20150924
14,59273715,"Caliber Home Loans, Inc.",16 SM 002351,Servicemembers,Closed,20160304,20160830
15,59286988,"Caliber Home Loans, Inc.",16 SM 002612,Servicemembers,Open,20160311,20160311
16,59474120,"Caliber Home Loans, Inc.",16 SM 002076,Servicemembers,Closed,20160226,20160727
17,59580791,"Caliber Home Loans, Inc.",15 SM 001211,Servicemembers,Closed,20150219,20150714
18,59628147,"Caliber Home Loans, Inc.",14 MISC 485520,Servicemembers,Closed,20140812,20150603
19,59667894,"Caliber Home Loans, Inc.",15 SM 001276,Servicemembers,Closed,20150220,20150714
20,59778840,"Caliber Home Loans, Inc.",15 SM 002075,Servicemembers,Closed,20150320,20150910
21,60440579,"Caliber Home Loans, Inc.",16 SM 001514,Servicemembers,Closed,20160217,20160609
22,61314509,"Caliber Home Loans, Inc.",16 SM 010807,Servicemembers,Open,20161109,20161109
23,61697854,"Caliber Home Loans, Inc.",15 SM 002757,Servicemembers,Closed,20150403,20150901
24,62096523,"Caliber Home Loans, Inc.",15 SM 009116,Servicemembers,Open,20151016,20151016
25,62422483,"Caliber Home Loans, Inc.",16 SM 000551,Servicemembers,Closed,20160119,20160607
26,62576745,"Caliber Home Loans, Inc.",13 MISC 478500,Servicemembers,Closed,20130710,20130827
27,62645342,"Caliber Home Loans, Inc.",16 SM 003721,Servicemembers,Open,20160411,20160411
28,62789863,"Caliber Home Loans, Inc.",15 SM 003694,Servicemembers,Open,20150505,20150505
29,62794607,"Caliber Home Loans, Inc.",15 SM 003675,Servicemembers,Closed,20150505,20150909
30,62807859,"Caliber Home Loans, Inc.",14 MISC 485308,Servicemembers,Closed,20140801,20141015
31,62809496,"Caliber Home Loans, Inc.",13 MISC 479148,Servicemembers,Closed,20130821,20131008
32,62861343,"Caliber Home Loans, Inc.",14 MISC 486477,Servicemembers,Closed,20140918,20141217
33,62881917,"Caliber Home Loans, Inc.",14 MISC 486518,Servicemembers,Closed,20140919,20150107
34,62997462,"Caliber Home Loans, Inc.",14 MISC 485438,Servicemembers,Closed,20140807,20141016
35,62999445,"Caliber Home Loans, Inc.",14 MISC 485443,Servicemembers,Closed,20140807,20150515
36,63327520,"Caliber Home Loans, Inc.",14 MISC 484407,Servicemembers,Closed,20140624,20140827
37,63328498,"Caliber Home Loans, Inc.",14 MISC 484406,Servicemembers,Open,20140624,20140624
38,63334095,"Caliber Home Loans, Inc.",14 MISC 484427,Servicemembers,Closed,20140625,20140822
39,63595831,"Caliber Home Loans, Inc.",15 SM 002047,Servicemembers,Closed,20150319,20150807
40,65109287,"Caliber Home Loans, Inc.",16 SM 010428,Servicemembers,Open,20161028,20161028
41,65377416,"Caliber Home Loans, Inc.",16 SM 010268,Servicemembers,Open,20161024,20161024
42,65563336,"Caliber Home Loans, Inc.",16 SM 008810,Servicemembers,Open,20160909,20160909
43,65623706,"Caliber Home Loans, Inc.",16 SM 010112,Servicemembers,Open,20161019,20161019
44,65670048,"Caliber Home Loans, Inc.",1683CV00026,Equitable Remedies,Open,20160111,20160111
45,65795582,"Caliber Home Loans, Inc.",16 SM 009461,Servicemembers,Open,20160929,20160929
46,65830548,"Caliber Home Loans, Inc.",16H85SP002363,Housing Court Summary Process,Active,20160624,20160624
47,65865779,"Caliber Home Loans, Inc.",16 SM 008622,Servicemembers,Open,20160901,20160901
48,66268572,"Caliber Home Loans, Inc.",16 SM 008322,Servicemembers,Open,20160822,20160822
49,66614537,"Caliber Home Loans, Inc.",16 SM 007254,Servicemembers,Open,20160720,20160720
0,70848859,"Caliber Home Loans, Inc.",14 MISC 486033,Servicemembers,Open,20140902,20140902
1,71058386,"Caliber Home Loans, Inc.",16 SM 006177,Servicemembers,Open,20160616,20160616
2,72628193,"Caliber Home Loans, Inc.",1572CV00665,Contract / Business Cases,Open,20151223,20151223
3,76216833,"Caliber Home Loans, Inc.",14 MISC 486751,Servicemembers,Closed,20140929,20141229
4,76222134,"Caliber Home Loans, Inc.",14 MISC 486758,Servicemembers,Closed,20140929,20150106
5,76268720,"Caliber Home Loans, Inc.",14 MISC 486867,Servicemembers,Closed,20141003,20150427
6,76760908,"Caliber Home Loans, Inc.",16 SM 009285,Servicemembers,Open,20160926,20160926
7,78247407,"Caliber Home Loans, Inc.",16 SM 007350,Servicemembers,Open,20160722,20160722
8,81534015,"Caliber Home Loans, Inc.",17 SM 009089,Servicemembers,Open,20171120,20171120
9,81715918,"Caliber Home Loans, Inc.",17 SM 007871,Servicemembers,Closed,20170927,20180129
10,81816859,"Caliber Home Loans, Inc.",17 SM 008975,Servicemembers,Closed,20171114,20180404
11,82349233,"Caliber Home Loans, Inc.",18 SM 000200,Servicemembers,Closed,20180112,20181011
12,82365453,"Caliber Home Loans, Inc.",18 SM 000573,Servicemembers,Closed,20180129,20180223
13,82418860,"Caliber Home Loans, Inc.",18 SM 000004,Servicemembers,Closed,20180102,20180423
14,82499633,"Caliber Home Loans, Inc.",18 SM 000063,Servicemembers,Inactive,20180108,20180119
15,83061310,"Caliber Home Loans, Inc.",17 SM 000961,Servicemembers,Closed,20170202,20170724
16,83081362,"Caliber Home Loans, Inc.",17 SM 000989,Servicemembers,Closed,20170203,20170601
17,83879674,"Caliber Home Loans, Inc.",19 SM 004029,Servicemembers,Closed,20190905,20191119
18,83882746,"Caliber Home Loans, Inc.",20 SM 000049,Servicemembers,Open,20200103,20200103
19,83887373,"Caliber Home Loans, Inc.",19 SM 004051,Servicemembers,Closed,20190906,20190920
20,83910516,"Caliber Home Loans, Inc.",17 SM 006289,Servicemembers,Closed,20170724,20180111
21,83916319,"Caliber Home Loans, Inc.",19 SM 004130,Servicemembers,Closed,20190911,20191002
22,83936057,"Caliber Home Loans, Inc.",19 SM 004196,Servicemembers,Closed,20190916,20191127
23,83941685,"Caliber Home Loans, Inc.",19 SM 004218,Servicemembers,Closed,20190917,20191210
24,83965256,"Caliber Home Loans, Inc.",1981CV01528,Contract / Business Cases,Open,20190531,20190531
25,83982228,"Caliber Home Loans, Inc.",20 SM 000619,Servicemembers,Closed,20200203,20201201
26,83991925,"Caliber Home Loans, Inc.",20 SM 000644,Servicemembers,Open,20200204,20200204
27,83992801,"Caliber Home Loans, Inc.",20 SM 000643,Servicemembers,Closed,20200204,20200214
28,84012818,"Caliber Home Loans, Inc.",20 SM 000700,Servicemembers,Closed,20200206,20201202
29,84015543,"Caliber Home Loans, Inc.",17 SM 005818,Servicemembers,Closed,20170705,20181019
30,84021708,"Caliber Home Loans, Inc.",19 SM 004592,Servicemembers,Open,20191002,20191002
31,84028533,"Caliber Home Loans, Inc.",19 SM 004572,Servicemembers,Closed,20191002,20191119
32,84030567,"Caliber Home Loans, Inc.",19 SM 004564,Servicemembers,Closed,20191002,20191120
33,84032409,"Caliber Home Loans, Inc.",19 SM 004730,Servicemembers,Closed,20191009,20191127
34,84033474,"Caliber Home Loans, Inc.",20 SM 000528,Servicemembers,Closed,20200130,20210106
35,84037686,"Caliber Home Loans, Inc.",19 SM 004546,Servicemembers,Open,20191001,20191001
36,84044660,"Caliber Home Loans, Inc.",20 SM 000595,Servicemembers,Closed,20200131,20210301
