company_name,num_cases
21st_Mortgage_Corporatio.csv,59
A.R.C._Accounts_Recovery.csv,0
A.R.M._Solutions.csv,0
Ability_Recovery_Services.csv,0
Accenture_Solutions_Private_Limited.csv,0
Accounts_Receivable_Automated_Solutions.csv,0
Accounts_Receivable_Technologies.csv,0
Account_Control_Technology.csv,0
Account_Discovery_Systems.csv,0
Account_Resolution_Group.csv,0
ACQUIRED_ASSETS.csv,0
Action_Collection_Agencies.csv,0
Action_Financial_Services.csv,0
Adler_Wallach_&_Associates.csv,0
Admin_Recovery.csv,0
Advanced_Call_Center_Technologies.csv,0
Advanced_Financial_Company.csv,0
Affiliate_Asset_Solutions.csv,0
Afni.csv,2
AHP_Servicing.csv,1
AINE_&_WEINER_COMPANY.csv,4
AIS_Recovery_Solutions.csv,0
Aldous_&_Associates_P.csv,0
aliber_Home_Loans.csv,170
AllianceOne_Receivables_Management.csv,0
Alliance_Collection_Agencies.csv,0
Alliant_Capital_Management.csv,0
Allied_Account_Services.csv,0
Allied_Collection_Services.csv,0
Allied_International_Credit_Corp.csv,0
Allied_Interstate.csv,0
Alltran_Educatio.csv,0
Alltran_Financial.csv,0
Alltran_Health.csv,0
All_Cape_Cod_&_Islands_Collection_Service.csv,0
All_Debt_Solutions.csv,0
Alpha_Recovery_Corp.csv,0
Alternative_Collections.csv,0
ALW_Sourcing.csv,0
"AMERICAN_ADJUSTMENT_BUREAU,INC.csv",0
American_Coradius_International.csv,0
American_Credit_Acceptance.csv,5
American_Credit_Bureau.csv,0
American_Credit_Management.csv,0
American_Neighborhood_Mortgage_Acceptance_Company.csv,2
American_Profit_Recovery.csv,86
American_Recovery_Service_Incorporated.csv,0
Americollect.csv,0
AmeriNational_Community_Services.csv,0
"amont,_Hanley_&_Associates.csv",1
AMONT_HANLEY_&_ASSOCIATES_IN.csv,1
Amos_Financial.csv,193
Amsher_Collection_Services.csv,0
Andrew_Metcalf.csv,206
and_Home_Financial_Services.csv,2
Apelles.csv,1
apital_Accounts.csv,0
apital_Collection_Management.csv,0
apital_For_Change.csv,0
apital_Management_Services.csv,7
Arcadia_Recovery_Bureau.csv,0
Arcon_Credit_Solutions.csv,0
arrington_Mortgage_Services.csv,130
arrington_Resolution_Services.csv,0
arson_Smithfield.csv,0
ARstrat.csv,0
ARS_National_Services.csv,0
ARS_Portfolio_Services.csv,0
arter_Business_Service.csv,1
AscensionPoint_Recovery_Services.csv,0
Aspen_National_Financial.csv,0
Aspire_Resources.csv,0
Asset_Recovery_Solutions.csv,56
Associated_Credit_Services.csv,0
Astra_Business_Services_Private_Limited.csv,0
ATG_Credit.csv,0
Atlantic_Collection_Agency.csv,0
Atlantic_Credit_&_Finance.csv,18317
"AUDIT_SYSTEMS,IN.csv",0
aunch_Servicing.csv,0
Automated_Collection_Services.csv,0
avalry_Portfolio_Services.csv,8837
awley_&_Bergma.csv,0
AXIS_FINANCIAL_SERVICES.csv,0
BALANCED_HEALTHCARE_RECEIVABLES.csv,0
BANCfee.csv,0
Bass_&_Associates.csv,0
Bayview_Loan_Servicing.csv,1440
BCA_Financial_Services.csv,1
BC_SERVICES.csv,2058
Bell_&_Williams_Associates.csv,0
