"post_id","party_name","case_number","case_type","case_status","file_date","status_date"
20579439,Bank Of America,"0515CV000558",Civil,Disposed (Statistical Purposes),20050407,20050701
20615824,Bank Of America,"0802SP000483",Supplementary Process,Disposed (Statistical Purposes),20080919,20081126
20621977,Bank Of America,"0802SP000481",Supplementary Process,Disposed (Statistical Purposes),20080919,20081126
20645073,Bank Of America,"0702CV000532",Civil,Pending,20070808,20070808
20668166,Bank Of America,"0702SU000051",Summary Process,Disposed (Statistical Purposes),20070813,20070830
20678144,Bank Of America,"0702SU000052",Summary Process,Disposed (Statistical Purposes),20070813,20070831
20686193,Bank Of America,"0702SU000049",Summary Process,Disposed (Statistical Purposes),20070730,20070813
20716116,Bank Of America,"0702SU000060",Summary Process,Disposed (Statistical Purposes),20070910,20070921
20721919,Bank Of America,"0806SP000542",Supplementary Process,Disposed (Statistical Purposes),20080806,20090429
20722742,Bank Of America,"0702SP000535",Supplementary Process,Pending,20070913,20070913
20748992,Bank Of America,"0706SP000248",Supplementary Process,Disposed (Statistical Purposes),20070430,20070904
20763149,Bank Of America,"0702SP000538",Supplementary Process,Disposed (Statistical Purposes),20070919,20080324
20765013,Bank Of America,"0702SP000528",Supplementary Process,Disposed (Statistical Purposes),20070919,20080403
20793465,Bank Of America,"0515CV001144",Civil,Disposed (Statistical Purposes),20050629,20051021
20799372,Bank Of America,"0515CV001145",Civil,Disposed (Statistical Purposes),20050629,20051021
20817367,Bank Of America,"0806SP000643",Supplementary Process,Disposed (Statistical Purposes),20080919,20081203
20817613,Bank Of America,"0548CV000422",Civil,Disposed (Statistical Purposes),20051031,20051207
20828435,Bank Of America,"0706SP000716",Supplementary Process,Disposed (Statistical Purposes),20071126,20100603
20856548,Bank Of America,"0634CV000257",Civil,Disposed (Statistical Purposes),20060407,20070108
20874361,Bank Of America,"0802SP000515",Supplementary Process,Disposed (Statistical Purposes),20081003,20081211
20882905,Bank Of America,"0902SP000063",Supplementary Process,Disposed (Statistical Purposes),20090130,20090526
20937585,Bank Of America,"0706SP000410",Supplementary Process,Pending,20070702,20070702
20943430,Bank Of America,"0802SP000615",Supplementary Process,Disposed (Statistical Purposes),20081103,20090128
20972918,Bank Of America,"0515CV001283",Civil,Disposed (Statistical Purposes),20050722,20050819
20982866,Bank Of America,"0802SP000582",Supplementary Process,Disposed (Statistical Purposes),20081027,20090116
20983421,Bank Of America,"0802SP000581",Supplementary Process,Disposed (Statistical Purposes),20081027,20090116
20987889,Bank Of America,"0515CV001480",Civil,Disposed (Statistical Purposes),20050812,20060607
21139983,Bank Of America,"0608SP000062",Supplementary Process,Disposed (Statistical Purposes),20060424,20060726
21154001,Bank Of America,"0508CV000250",Civil,Disposed (Statistical Purposes),20050830,20060118
21154373,Bank Of America,"0908SP000198",Supplementary Process,Disposed (Statistical Purposes),20091223,20100305
21154580,Bank Of America,"0907SP000433",Supplementary Process,Disposed (Statistical Purposes),20090414,20090529
21213825,Bank Of America,"0807SP000114",Supplementary Process,Disposed (Statistical Purposes),20080206,20080515
21222077,Bank Of America,"0807SP001417",Supplementary Process,Disposed (Statistical Purposes),20081231,20090520
21308724,Bank Of America,"0907SP001142",Supplementary Process,Disposed (Statistical Purposes),20090918,20091116
21314992,Bank Of America,"0907SP001056",Supplementary Process,Disposed (Statistical Purposes),20090903,20091105
21354281,Bank Of America,"0648CV000200",Civil,Disposed (Statistical Purposes),20060526,20060911
21419347,Bank Of America,"0748CV000702",Civil,Disposed (Statistical Purposes),20071214,20080512
21438502,Bank Of America,"0825SP001150",Supplementary Process,Disposed (Statistical Purposes),20080505,20080729
21469166,Bank Of America,"0906SP001014",Supplementary Process,Disposed (Statistical Purposes),20090928,20100112
21555650,Bank Of America,"0948CV000442",Civil,Disposed (Statistical Purposes),20090713,20090925
21561169,Bank Of America,"0925CV001891",Civil,Disposed (Statistical Purposes),20091106,20100125
21577269,Bank Of America,"0520CV000377",Civil,Disposed (Statistical Purposes),20050603,20051014
21589291,Bank Of America,"0852SP000160",Supplementary Process,Disposed (Statistical Purposes),20080410,20090116
21617151,Bank Of America,"0520CV000575",Civil,Disposed (Statistical Purposes),20050819,20060508
21642129,Bank Of America,"0620SP000052",Supplementary Process,Disposed (Statistical Purposes),20060403,20060519
21653148,Bank Of America,"0554SP000018",Supplementary Process,Disposed (Statistical Purposes),20050125,20050324
21683523,Bank Of America,"0620SP000025",Supplementary Process,Disposed (Statistical Purposes),20060223,20060622
21738377,Bank Of America,"0852CV000803",Civil,Disposed (Statistical Purposes),20080617,20090325
22004809,Bank Of America,"0634CV000604",Civil,Disposed (Statistical Purposes),20060815,20061211
22014708,Bank Of America,"0715SP001014",Supplementary Process,Disposed (Statistical Purposes),20071123,20080611
22078968,Bank Of America,"0925SP002061",Supplementary Process,Disposed (Statistical Purposes),20090828,20091028
22079697,Bank Of America,"0715SP001055",Supplementary Process,Disposed (Statistical Purposes),20071206,20080915
22142591,Bank Of America,"0752SP000329",Supplementary Process,Disposed (Statistical Purposes),20071001,20080411
22158002,Bank Of America,"0752CV001388",Civil,Disposed (Statistical Purposes),20071005,20071210
22183322,Bank Of America,"1506CV000358",Civil,Pending,20150914,20150914
22184514,Bank Of America,"0709SP000085",Supplementary Process,Disposed (Statistical Purposes),20071228,20080611
22214439,Bank Of America,"0815SP000144",Supplementary Process,Disposed (Statistical Purposes),20080215,20080401
22238071,Bank Of America,"0815CV000018",Civil,Disposed (Statistical Purposes),20080104,20080306
22319597,Bank Of America,"0706SP000502",Supplementary Process,Disposed (Statistical Purposes),20070809,20071106
22350450,Bank Of America,"0806CV001262",Civil,Disposed (Statistical Purposes),20081031,20090908
22379616,Bank Of America,"1634CV000111",Civil,Pending,20160328,20160328
22425436,Bank Of America,"0909CV000299",Civil,Disposed (Statistical Purposes),20091021,20100903
22447951,Bank Of America,"0906SP000100",Supplementary Process,Disposed (Statistical Purposes),20090202,20090619
22472790,Bank Of America,"0906SP000046",Supplementary Process,Disposed (Statistical Purposes),20090120,20091118
22473570,Bank Of America,"0906SP000112",Supplementary Process,Disposed (Statistical Purposes),20090203,20091204
22474583,Bank Of America,"0906SP000047",Supplementary Process,Disposed (Statistical Purposes),20090120,20090608
22477530,Bank Of America,"0906SP000048",Supplementary Process,Disposed (Statistical Purposes),20090120,20090608
22498139,Bank Of America,"1534CV000293",Civil,Disposed (Statistical Purposes),20150615,20160330
22536752,Bank Of America,"0552CV000791",Civil,Disposed (Statistical Purposes),20050801,20051201
22549379,Bank Of America,"0515SP000504",Supplementary Process,Disposed (Statistical Purposes),20051012,20051121
22656697,Bank Of America,"0902SP000591",Supplementary Process,Disposed (Statistical Purposes),20090616,20100702
22672865,Bank Of America,"0834SP000008",Supplementary Process,Disposed (Statistical Purposes),20080107,20080306
22675962,Bank Of America,"0734SP000159",Supplementary Process,Disposed (Statistical Purposes),20070524,20070726
22677345,Bank Of America,"0558CV000177",Civil,Disposed (Statistical Purposes),20050401,20050623
22678122,Bank Of America,"0834SP000006",Supplementary Process,Disposed (Statistical Purposes),20080107,20081204
22681598,Bank Of America,"0834SP000009",Supplementary Process,Disposed (Statistical Purposes),20080107,20080306
22704807,Bank Of America,"0734SP000214",Supplementary Process,Disposed (Statistical Purposes),20070702,20080403
22776706,Bank Of America,"0625SP002275",Supplementary Process,Disposed (Statistical Purposes),20060908,20061031
22828963,Bank Of America,"0952SP000335",Supplementary Process,Disposed (Statistical Purposes),20090713,20090911
22830798,Bank Of America,"0934CV000258",Civil,Disposed (Statistical Purposes),20090223,20090623
22847404,Bank Of America,"0549CV000459",Civil,Disposed (Statistical Purposes),20050615,20051025
22850968,Bank Of America,"0814SP000252",Supplementary Process,Disposed (Statistical Purposes),20080417,20080807
22851853,Bank Of America,"0814SP000253",Supplementary Process,Disposed (Statistical Purposes),20080417,20080806
22862508,Bank Of America,"0614SP000123",Supplementary Process,Disposed (Statistical Purposes),20060313,20060524
22866724,Bank Of America,"0834SP000068",Supplementary Process,Disposed (Statistical Purposes),20080220,20080501
22884687,Bank Of America,"0614SP000135",Supplementary Process,Disposed (Statistical Purposes),20060321,20071217
22907018,Bank Of America,"0614SP000148",Supplementary Process,Disposed (Statistical Purposes),20060327,20060605
22922164,Bank Of America,"0514CV000662",Civil,Disposed (Statistical Purposes),20050801,20070905
22950661,Bank Of America,"0834SP000106",Supplementary Process,Disposed (Statistical Purposes),20080317,20080501
22977021,Bank Of America,"0914SP000902",Supplementary Process,Disposed (Statistical Purposes),20091207,20100325
23086585,Bank Of America,"0814SP000345",Supplementary Process,Disposed (Statistical Purposes),20080609,20080923
23145996,Bank Of America,"0825SP000160",Supplementary Process,Disposed (Statistical Purposes),20080116,20080401
23149904,Bank Of America,"0952CV001164",Civil,Disposed (Statistical Purposes),20090928,20100128
23158697,Bank Of America,"0820SP000097",Supplementary Process,Disposed (Statistical Purposes),20080404,20080610
23160803,Bank Of America,"0725CV000285",Civil,Disposed (Statistical Purposes),20070227,20070619
23175105,Bank Of America,"0725CV000273",Civil,Disposed (Statistical Purposes),20070226,20070502
23181834,Bank Of America,"0654CV000169",Civil,Disposed (Statistical Purposes),20060216,20060911
23202702,Bank Of America,"0654CV000170",Civil,Disposed (Statistical Purposes),20060216,20060911
23220284,Bank Of America,"0725SP001286",Supplementary Process,Disposed (Statistical Purposes),20070606,20070731
23250395,Bank Of America,"0820CV000272",Civil,Disposed (Statistical Purposes),20080415,20080603
23252558,Bank Of America,"0518SP000022",Supplementary Process,Disposed (Statistical Purposes),20050125,20051005
23262039,Bank Of America,"0654CV000230",Civil,Disposed (Statistical Purposes),20060303,20061101
23293713,Bank Of America,"0825CV000345",Civil,Disposed (Statistical Purposes),20080307,20080522
23294231,Bank Of America,"0725CV001942",Civil,Disposed (Statistical Purposes),20071217,20080313
23366936,Bank Of America,"1515CV000657",Civil,Pending,20150615,20150615
23424903,Bank Of America,"0848SP000229",Supplementary Process,Disposed (Statistical Purposes),20081027,20081211
23444281,Bank Of America,"0825CV000468",Civil,Disposed (Statistical Purposes),20080325,20080916
23449150,Bank Of America,"0825CV000470",Civil,Disposed (Statistical Purposes),20080325,20080916
23462018,Bank Of America,"1515SC001821",Small Claims,Disposed (Statistical Purposes),20150619,20150924
23492634,Bank Of America,"0541CV000170",Civil,Disposed (Statistical Purposes),20050603,20050930
23497678,Bank Of America,"0825CV000469",Civil,Disposed (Statistical Purposes),20080325,20080801
23509493,Bank Of America,"0715CV001176",Civil,Disposed (Statistical Purposes),20070504,20070606
23607354,Bank Of America,"0868CV000294",Civil,Disposed (Statistical Purposes),20080626,20080808
23643627,Bank Of America,"0715CV000781",Civil,Disposed (Statistical Purposes),20070319,20070627
23647575,Bank Of America,"0752SP000411",Supplementary Process,Disposed (Statistical Purposes),20071207,20080201
23658221,Bank Of America,"0954CV001387",Civil,Disposed (Statistical Purposes),20091020,20100126
23693618,Bank Of America,"0925SP000679",Supplementary Process,Disposed (Statistical Purposes),20090316,20090624
23717228,Bank Of America,"0752CV001733",Civil,Disposed (Statistical Purposes),20071214,20090217
23729670,Bank Of America,"0847CV000275",Civil,Disposed (Statistical Purposes),20080519,20080710
23753381,Bank Of America,"0752CV001734",Civil,Disposed (Statistical Purposes),20071214,20080306
23756206,Bank Of America,"0809SP000012",Supplementary Process,Disposed (Statistical Purposes),20080205,20080312
23759314,Bank Of America,"0538CV000326",Civil,Disposed (Statistical Purposes),20050610,20051101
23802607,Bank Of America,"0752SP000439",Supplementary Process,Disposed (Statistical Purposes),20071218,20080215
23831241,Bank Of America,"0809SP000026",Supplementary Process,Disposed (Statistical Purposes),20080307,20080611
23844154,Bank Of America,"0714SP000425",Supplementary Process,Disposed (Statistical Purposes),20071003,20071203
