"post_id","party_name","case_number","case_type","case_status","file_date","status_date"
1271744,Eastern Bank,"1113SC000090",Small Claims,Disposed (Statistical Purposes),20110118,20110311
1271939,Eastern Bank,"1113SC000091",Small Claims,Disposed (Statistical Purposes),20110118,20110311
1272462,Eastern Bank,"1113SC000092",Small Claims,Disposed (Statistical Purposes),20110118,20110311
1272911,Eastern Bank,"1113SC000093",Small Claims,Disposed (Statistical Purposes),20110118,20110311
1273305,Eastern Bank,"1113SC000094",Small Claims,Disposed (Statistical Purposes),20110118,20110311
1273665,Eastern Bank,"1113SC000095",Small Claims,Disposed (Statistical Purposes),20110118,20110311
1335121,Eastern Bank,"1113CV000105",Civil,Disposed (Statistical Purposes),20110127,20110203
1359524,Eastern Bank,"1373CV00465",Real Property,Closed,20130513,20130617
1402243,Eastern Bank,"1113CV000215",Civil,Disposed (Statistical Purposes),20110216,20110225
1510595,Eastern Bank,"1113CV000288",Civil,Disposed (Statistical Purposes),20110303,20110428
1692438,Eastern Bank,"1013SC001484",Small Claims,Disposed (Statistical Purposes),20100820,20101012
1693873,Eastern Bank,"1013SC001485",Small Claims,Disposed (Statistical Purposes),20100820,20101012
1695074,Eastern Bank,"1081CV02194",Real Property,Closed,20100609,20100726
1696039,Eastern Bank,"1013SC001486",Small Claims,Disposed (Statistical Purposes),20100820,20101012
1696583,Eastern Bank,"1013SC001487",Small Claims,Disposed (Statistical Purposes),20100820,20101013
1698300,Eastern Bank,"1013SC001488",Small Claims,Disposed (Statistical Purposes),20100820,20101012
1699364,Eastern Bank,"1013SC001489",Small Claims,Disposed (Statistical Purposes),20100820,20101012
1701675,Eastern Bank,"1013SC001490",Small Claims,Disposed (Statistical Purposes),20100820,20101012
1711069,Eastern Bank,"1013SC001491",Small Claims,Disposed (Statistical Purposes),20100820,20101012
2132657,Eastern Bank,"1013CV001913",Civil,Disposed (Statistical Purposes),20100903,20110204
2144596,Eastern Bank,"1013CV001918",Civil,Disposed (Statistical Purposes),20100903,20100910
2604577,Eastern Bank,"1013SC001616",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2605660,Eastern Bank,"1013SC001617",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2607331,Eastern Bank,"1013SC001618",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2608919,Eastern Bank,"1013SC001619",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2610519,Eastern Bank,"1013SC001620",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2611162,Eastern Bank,"1013SC001621",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2613048,Eastern Bank,"1013SC001622",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2614214,Eastern Bank,"1013SC001623",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2616550,Eastern Bank,"1013SC001624",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2617016,Eastern Bank,"1013SC001625",Small Claims,Disposed (Statistical Purposes),20100914,20101102
2738769,Eastern Bank,"1357CV000421",Civil,Disposed (Statistical Purposes),20130816,20140910
2783333,Eastern Bank,"1013SC001663",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2784260,Eastern Bank,"1013SC001664",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2785652,Eastern Bank,"1013SC001665",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2787169,Eastern Bank,"1013SC001666",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2788362,Eastern Bank,"1013SC001667",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2789538,Eastern Bank,"1013SC001668",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2792511,Eastern Bank,"1013SC001669",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2794382,Eastern Bank,"1013SC001670",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2796035,Eastern Bank,"1013SC001671",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2797406,Eastern Bank,"1013SC001672",Small Claims,Disposed (Statistical Purposes),20100920,20101130
2910928,Eastern Bank,"1013SC001705",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2911941,Eastern Bank,"1013SC001706",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2913115,Eastern Bank,"1013SC001707",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2914164,Eastern Bank,"1013SC001708",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2915630,Eastern Bank,"1013SC001709",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2919779,Eastern Bank,"1013SC001710",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2920962,Eastern Bank,"1013SC001711",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2922835,Eastern Bank,"1013SC001712",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2923338,Eastern Bank,"1013SC001713",Small Claims,Disposed (Statistical Purposes),20100924,20101108
2924657,Eastern Bank,"1013SC001714",Small Claims,Disposed (Statistical Purposes),20100924,20101108
3076629,Eastern Bank,"1013CV002111",Civil,Disposed (Statistical Purposes),20100929,20101007
3271708,Eastern Bank,"1013SC001774",Small Claims,Disposed (Statistical Purposes),20101006,20101206
3277124,Eastern Bank,"1013SC001775",Small Claims,Disposed (Statistical Purposes),20101006,20110126
3278645,Eastern Bank,"1013SC001776",Small Claims,Disposed (Statistical Purposes),20101006,20110126
3279895,Eastern Bank,"1013SC001777",Small Claims,Disposed (Statistical Purposes),20101006,20110126
3280666,Eastern Bank,"1013SC001778",Small Claims,Disposed (Statistical Purposes),20101006,20110126
3281334,Eastern Bank,"1013SC001779",Small Claims,Disposed (Statistical Purposes),20101006,20110126
3282025,Eastern Bank,"1013SC001780",Small Claims,Disposed (Statistical Purposes),20101006,20101206
3282941,Eastern Bank,"1013SC001781",Small Claims,Disposed (Statistical Purposes),20101006,20101206
3283362,Eastern Bank,"1013SC001782",Small Claims,Disposed (Statistical Purposes),20101006,20110126
3284422,Eastern Bank,"1013SC001783",Small Claims,Disposed (Statistical Purposes),20101006,20110216
3374184,Eastern Bank,"1013SC001807",Small Claims,Disposed (Statistical Purposes),20101008,20110126
3375042,Eastern Bank,"1013SC001808",Small Claims,Disposed (Statistical Purposes),20101008,20101206
3376990,Eastern Bank,"1013SC001809",Small Claims,Disposed (Statistical Purposes),20101008,20110126
3377922,Eastern Bank,"1013SC001810",Small Claims,Disposed (Statistical Purposes),20101008,20101206
3379823,Eastern Bank,"1013SC001811",Small Claims,Disposed (Statistical Purposes),20101008,20101206
3380793,Eastern Bank,"1013SC001812",Small Claims,Disposed (Statistical Purposes),20101008,20101206
3381594,Eastern Bank,"1013SC001813",Small Claims,Disposed (Statistical Purposes),20101008,20101206
3382445,Eastern Bank,"1013SC001814",Small Claims,Disposed (Statistical Purposes),20101008,20110126
3383657,Eastern Bank,"1013SC001815",Small Claims,Disposed (Statistical Purposes),20101008,20110126
3384936,Eastern Bank,"1013SC001817",Small Claims,Disposed (Statistical Purposes),20101008,20110328
3919078,Eastern Bank,"1013SC001897",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3919599,Eastern Bank,"1013SC001898",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3921040,Eastern Bank,"1013SC001899",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3922016,Eastern Bank,"1013SC001900",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3923076,Eastern Bank,"1013SC001901",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3924250,Eastern Bank,"1013SC001902",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3925426,Eastern Bank,"1013SC001903",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3926984,Eastern Bank,"1013SC001904",Small Claims,Disposed (Statistical Purposes),20101025,20101213
3927485,Eastern Bank,"1013SC001905",Small Claims,Disposed (Statistical Purposes),20101025,20101213
4008880,Eastern Bank,"1013SC001945",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4009993,Eastern Bank,"1013SC001946",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4011088,Eastern Bank,"1013SC001947",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4012613,Eastern Bank,"1013SC001948",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4013976,Eastern Bank,"1013SC001949",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4015039,Eastern Bank,"1013SC001950",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4016121,Eastern Bank,"1013SC001951",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4016656,Eastern Bank,"1013SC001952",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4017424,Eastern Bank,"1013SC001953",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4018021,Eastern Bank,"1013SC001954",Small Claims,Disposed (Statistical Purposes),20101029,20110111
4115480,Eastern Bank,"1013SC001997",Small Claims,Disposed (Statistical Purposes),20101110,20110111
4116337,Eastern Bank,"1013SC001998",Small Claims,Disposed (Statistical Purposes),20101110,20110111
4117341,Eastern Bank,"1013SC001999",Small Claims,Disposed (Statistical Purposes),20101110,20110111
4117949,Eastern Bank,"1013SC002000",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4118541,Eastern Bank,"1085CV00835",Real Property,Closed,20100415,20100610
4118809,Eastern Bank,"1013SC002001",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4119850,Eastern Bank,"1013SC002002",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4121166,Eastern Bank,"1013SC002003",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4122368,Eastern Bank,"1013SC002004",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4123360,Eastern Bank,"1013SC002005",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4124809,Eastern Bank,"1013SC002006",Small Claims,Disposed (Statistical Purposes),20101110,20110114
4148115,Eastern Bank,"1085CV00869",Real Property,Closed,20100421,20100607
4356709,Eastern Bank,"1013SC002137",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4357894,Eastern Bank,"1013SC002138",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4358279,Eastern Bank,"1013SC002139",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4359424,Eastern Bank,"1013SC002140",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4360744,Eastern Bank,"1013SC002141",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4361410,Eastern Bank,"1013SC002142",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4362359,Eastern Bank,"1013SC002143",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4363452,Eastern Bank,"1013SC002144",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4364708,Eastern Bank,"1013SC002145",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4365164,Eastern Bank,"1013SC002146",Small Claims,Disposed (Statistical Purposes),20101203,20110202
4407486,Eastern Bank,"14 MISC 481758",Miscellaneous,Closed,20140221,20140919
4498009,Eastern Bank,"1013SC002192",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4498938,Eastern Bank,"1013SC002193",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4500131,Eastern Bank,"1013SC002194",Small Claims,Disposed (Statistical Purposes),20101213,20110311
4501386,Eastern Bank,"1013SC002195",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4502911,Eastern Bank,"1013SC002196",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4504158,Eastern Bank,"1013SC002197",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4504970,Eastern Bank,"1013SC002198",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4506031,Eastern Bank,"1013SC002199",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4506779,Eastern Bank,"1013SC002200",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4508055,Eastern Bank,"1013SC002201",Small Claims,Disposed (Statistical Purposes),20101213,20110208
4837098,Eastern Bank,"1381CV00288",Real Property,Closed,20130125,20130430
4898548,Eastern Bank,"1381CV00324",Real Property,Closed,20130129,20130507
5004233,Eastern Bank,"1325CV000548",Civil,Disposed (Statistical Purposes),20130816,20141201
5354917,Eastern Bank,"1273CV00911",Real Property,Closed,20120824,20121024
5492406,Eastern Bank,"1360SC001405",Small Claims,Disposed (Statistical Purposes),20131118,20140110
5492541,Eastern Bank,"1360SC001406",Small Claims,Disposed (Statistical Purposes),20131118,20140114
5493005,Eastern Bank,"1360SC001407",Small Claims,Disposed (Statistical Purposes),20131118,20140114
5493559,Eastern Bank,"1360SC001408",Small Claims,Disposed (Statistical Purposes),20131118,20140110
5544281,Eastern Bank,"1173CV00757",Real Property,Closed,20110711,20110906
5549587,Eastern Bank,"1173CV00775",Real Property,Closed,20110714,20110919
5825384,Eastern Bank,"1381CV03684",Real Property,Closed,20130820,20131015
6048967,Eastern Bank,"1073CV00495",Real Property,Closed,20100421,20100615
6071649,Eastern Bank,"1073CV00509",Real Property,Closed,20100423,20100614
6168599,Eastern Bank,"1073CV00622",Real Property,Closed,20100520,20100702
6425737,Eastern Bank,"1281CV02633",Contract / Business Cases,Closed,20120713,20120803
6459314,Eastern Bank,"1281CV02704",Real Property,Closed,20120718,20120926
6557253,Eastern Bank,"1381CV05413",Real Property,Closed,20131217,20140204
6632910,Eastern Bank,"1413CV000982",Civil,Pending,20140904,20140904
6659832,Eastern Bank,"1281CV04002",Real Property,Closed,20121009,20130531
6730448,Eastern Bank,"1413CV001017",Civil,Disposed (Statistical Purposes),20140917,20141024
6936229,Eastern Bank,"1181CV02921",Real Property,Closed,20110818,20111025
6976261,Eastern Bank,"1285CV01353",Real Property,Closed,20120706,20120821
7024274,Eastern Bank,"1181CV03527",Real Property,Closed,20111003,20111130
7104163,Eastern Bank,"1385CV02133",Real Property,Closed,20131125,20140407
7158260,Eastern Bank,"1385CV02253",Real Property,Closed,20131219,20140204
6936229,Eastern Bank,"1181CV02921",Real Property,Closed,20110818,20111025
7237566,Eastern Bank,"1060CV000154",Civil,Disposed (Statistical Purposes),20100223,20111006
7299382,Eastern Bank,"1185CV01380",Real Property,Closed,20110715,20110829
7306373,Eastern Bank,"1353SC001191",Small Claims,Disposed (Statistical Purposes),20130920,20140211
7306435,Eastern Bank,"1353SC001192",Small Claims,Disposed (Statistical Purposes),20130920,20131213
7375585,Eastern Bank,"1185CV01813",Real Property,Closed,20110919,20111108
7405914,Eastern Bank,"1273CV00520",Real Property,Closed,20120516,20120716
7452362,Eastern Bank,"1185CV02333",Real Property,Closed,20111118,20120103
7603823,Eastern Bank,"1281CV00141",Real Property,Closed,20120112,20120313
7682252,Eastern Bank,"1173CV00046",Real Property,Closed,20110113,20110317
7720084,Eastern Bank,"1173CV00133",Real Property,Closed,20110208,20110329
7900657,Eastern Bank,"1060CV000362",Civil,Disposed (Statistical Purposes),20100420,20100526
7951881,Eastern Bank,"1173CV00586",Real Property,Closed,20110531,20110719
7969206,Eastern Bank,"1213SC000602",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7969665,Eastern Bank,"1213SC000603",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7970065,Eastern Bank,"1213SC000604",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7970421,Eastern Bank,"1213SC000605",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7972559,Eastern Bank,"1213SC000606",Small Claims,Disposed (Statistical Purposes),20120328,20120529
7972986,Eastern Bank,"1213SC000607",Small Claims,Disposed (Statistical Purposes),20120328,20120529
7973090,Eastern Bank,"1313CV000882",Civil,Disposed (Statistical Purposes),20130821,20131224
7973640,Eastern Bank,"1213SC000608",Small Claims,Disposed (Statistical Purposes),20120328,20120529
7974181,Eastern Bank,"1213SC000609",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7974776,Eastern Bank,"1213SC000610",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7975367,Eastern Bank,"1213SC000611",Small Claims,Disposed (Statistical Purposes),20120328,20120525
7976704,Eastern Bank,"1060SC000397",Small Claims,Disposed (Statistical Purposes),20100426,20100527
7977159,Eastern Bank,"1060SC000398",Small Claims,Disposed (Statistical Purposes),20100426,20100528
8068681,Eastern Bank,"1081CV00406",Real Property,Closed,20100201,20110407
8149076,Eastern Bank,"1113SC000096",Small Claims,Disposed (Statistical Purposes),20110303,20110311
8155738,Eastern Bank,"1113SC000385",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8155869,Eastern Bank,"1113SC000386",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8156014,Eastern Bank,"1113SC000387",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8156187,Eastern Bank,"1113SC000388",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8156526,Eastern Bank,"1113SC000389",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8157011,Eastern Bank,"1113SC000390",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8157160,Eastern Bank,"1113SC000391",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8157464,Eastern Bank,"1113SC000392",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8157897,Eastern Bank,"1113SC000393",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8158225,Eastern Bank,"1113SC000394",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8158798,Eastern Bank,"1113SC000395",Small Claims,Disposed (Statistical Purposes),20110307,20110513
8193164,Eastern Bank,"1113SC000468",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8193317,Eastern Bank,"1113SC000469",Small Claims,Disposed (Statistical Purposes),20110321,20110525
8193500,Eastern Bank,"1113SC000470",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8193651,Eastern Bank,"1113SC000471",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8193819,Eastern Bank,"1113SC000472",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8193937,Eastern Bank,"1113SC000473",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8194080,Eastern Bank,"1113SC000474",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8194266,Eastern Bank,"1113SC000475",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8194382,Eastern Bank,"1113SC000476",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8194524,Eastern Bank,"1113SC000477",Small Claims,Disposed (Statistical Purposes),20110321,20110526
8235552,Eastern Bank,"1150SU000638",Summary Process,Disposed (Statistical Purposes),20110912,20111011
8507977,Eastern Bank,"1213SC000701",Small Claims,Disposed (Statistical Purposes),20120417,20120914
8510225,Eastern Bank,"1213SC000702",Small Claims,Disposed (Statistical Purposes),20120417,20120507
8511665,Eastern Bank,"1213SC000703",Small Claims,Disposed (Statistical Purposes),20120417,20120615
8514168,Eastern Bank,"1213SC000704",Small Claims,Disposed (Statistical Purposes),20120417,20120615
8515436,Eastern Bank,"1213SC000705",Small Claims,Disposed (Statistical Purposes),20120417,20120621
8517101,Eastern Bank,"1213SC000706",Small Claims,Pending,20120417,20120417
8518695,Eastern Bank,"1213SC000707",Small Claims,Disposed (Statistical Purposes),20120417,20120615
8531977,Eastern Bank,"1213SC000708",Small Claims,Disposed (Statistical Purposes),20120417,20120615
8533915,Eastern Bank,"1213SC000709",Small Claims,Disposed (Statistical Purposes),20120417,20120621
8535260,Eastern Bank,"1213SC000710",Small Claims,Disposed (Statistical Purposes),20120417,20120615
8606634,Eastern Bank,"1181CV02176",Real Property,Closed,20110621,20110822
8813677,Eastern Bank,"1222SC000218",Small Claims,Disposed (Statistical Purposes),20120316,20120705
8848592,Eastern Bank,"1113SC000758",Small Claims,Disposed (Statistical Purposes),20110429,20110627
8848681,Eastern Bank,"1113SC000759",Small Claims,Disposed (Statistical Purposes),20110429,20110627
8848779,Eastern Bank,"1113SC000760",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8848837,Eastern Bank,"1113SC000761",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8848917,Eastern Bank,"1113SC000762",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8848989,Eastern Bank,"1113SC000763",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8849061,Eastern Bank,"1113SC000764",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8849160,Eastern Bank,"1113SC000765",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8849222,Eastern Bank,"1113SC000766",Small Claims,Disposed (Statistical Purposes),20110429,20110511
8849304,Eastern Bank,"1113SC000767",Small Claims,Disposed (Statistical Purposes),20110429,20110628
8854138,Eastern Bank,"1113SC000772",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854216,Eastern Bank,"1113SC000773",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854280,Eastern Bank,"1113SC000774",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854346,Eastern Bank,"1113SC000775",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854438,Eastern Bank,"1113SC000776",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854502,Eastern Bank,"1113SC000777",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854561,Eastern Bank,"1113SC000778",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854634,Eastern Bank,"1113SC000779",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854766,Eastern Bank,"1113SC000780",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8854881,Eastern Bank,"1113SC000781",Small Claims,Disposed (Statistical Purposes),20110506,20110721
8873532,Eastern Bank,"1113CV000689",Civil,Disposed (Statistical Purposes),20110513,20111026
8890972,Eastern Bank,"1113SC000933",Small Claims,Disposed (Statistical Purposes),20110523,20111109
8891063,Eastern Bank,"1113SC000934",Small Claims,Disposed (Statistical Purposes),20110523,20111109
8891166,Eastern Bank,"1113SC000935",Small Claims,Disposed (Statistical Purposes),20110523,20110802
8891245,Eastern Bank,"1113SC000936",Small Claims,Disposed (Statistical Purposes),20110523,20110802
8891316,Eastern Bank,"1113SC000937",Small Claims,Disposed (Statistical Purposes),20110523,20110803
8891458,Eastern Bank,"1113SC000938",Small Claims,Disposed (Statistical Purposes),20110523,20110803
8891548,Eastern Bank,"1113SC000939",Small Claims,Disposed (Statistical Purposes),20110524,20110802
