"post_id","party_name","case_number","case_type","case_status","file_date","status_date"
36310,"TD Bank USA, NA","1432SC000780",Small Claims,Disposed (Statistical Purposes),20140414,20140527
36990,"TD Bank USA, NA","1432SC000781",Small Claims,Disposed (Statistical Purposes),20140414,20150421
144889,"TD Bank USA, NA","1416SP000048",Supplementary Process,Disposed (Statistical Purposes),20140502,20140818
1070501,"TD Bank USA, NA","1432SC001411",Small Claims,Disposed (Statistical Purposes),20140606,20141114
2026140,"TD Bank USA, NA","1215CV002050",Civil,Disposed (Statistical Purposes),20121231,20130509
2403373,"TD Bank USA, NA","1218SC001355",Small Claims,Disposed (Statistical Purposes),20120730,20130325
2457771,"TD Bank USA, NA","1157SC000582",Small Claims,Disposed (Statistical Purposes),20110606,20110728
2501922,"TD Bank USA, NA","1134CV000600",Civil,Disposed (Statistical Purposes),20110621,20111123
2526355,"TD Bank USA, NA","1114CV000799",Civil,Disposed (Statistical Purposes),20111005,20140606
2811750,"TD Bank USA, NA","1457CV000246",Civil,Disposed (Statistical Purposes),20140512,20140909
2812136,"TD Bank USA, NA","1465SC000163",Small Claims,Disposed (Statistical Purposes),20140305,20140514
2839198,"TD Bank USA, NA","1465SC000174",Small Claims,Disposed (Statistical Purposes),20140310,20140331
2840030,"TD Bank USA, NA","1465SC000175",Small Claims,Disposed (Statistical Purposes),20140310,20140701
2952478,"TD Bank USA, NA","1465SC000243",Small Claims,Disposed (Statistical Purposes),20140331,20140814
2953234,"TD Bank USA, NA","1465SC000244",Small Claims,Disposed (Statistical Purposes),20140331,20140619
3006685,"TD Bank USA, NA","1331SC001623",Small Claims,Disposed (Statistical Purposes),20131028,20140210
3053340,"TD Bank USA, NA","1465SC000293",Small Claims,Disposed (Statistical Purposes),20140422,20140821
3083288,"TD Bank USA, NA","1331CV000866",Civil,Disposed (Statistical Purposes),20131104,20140313
3228322,"TD Bank USA, NA","1465SC000395",Small Claims,Disposed (Statistical Purposes),20140523,20140922
3458199,"TD Bank USA, NA","1465CV000221",Civil,Disposed (Statistical Purposes),20140728,20141105
3612413,"TD Bank USA, NA","1365SC000389",Small Claims,Disposed (Statistical Purposes),20130725,20140130
