"post_id","party_name","case_number","case_type","case_status","file_date","status_date"
63056067,Santander Bank N A,"1584CV03562",Contract / Business Cases,Closed,20151123,20160804
63821093,Santander Bank N A,"1684CV02701",Contract / Business Cases,Open,20160830,20160830
63849910,Santander Bank N A,"1684CV02668",Contract / Business Cases,Closed,20160826,20160902
63866354,Santander Bank N A,"1684CV02629",Contract / Business Cases,Open,20160824,20160824
63906673,Santander Bank N A,"1684CV02268",Contract / Business Cases,Open,20160719,20160719
63943603,Santander Bank N A,"1684CV02561",Contract / Business Cases,Open,20160818,20160818
63944757,Santander Bank N A,"1684CV02559",Contract / Business Cases,Open,20160818,20160818
64027991,Santander Bank N A,"1684CV02858",Contract / Business Cases,Open,20160914,20160914
64053435,Santander Bank N A,"1684CV02154",Contract / Business Cases,Open,20160708,20160708
64497909,Santander Bank N A,"1684CV01643",Contract / Business Cases,Open,20160523,20160523
64813122,Santander Bank N A,"1684CV01195",Contract / Business Cases,Open,20160412,20160412
64822049,Santander Bank N A,"1684CV01538",Contract / Business Cases,Open,20160513,20160513
64840087,Santander Bank N A,"1684CV00362",Contract / Business Cases,Closed,20160203,20160830
64901496,Santander Bank N A,"1684CV00348",Contract / Business Cases,Open,20160201,20160201
64936251,Santander Bank N A,"1684CV00796",Contract / Business Cases,Closed,20160309,20161020
64981230,Santander Bank N A,"1684CV01473",Contract / Business Cases,Open,20160509,20160509
65165228,Santander Bank N A,"1584CV03812",Contract / Business Cases,Open,20151216,20151217
65343874,Santander Bank N A,"1584CV03712",Contract / Business Cases,Closed,20151208,20160519
65394050,Santander Bank N A,"1584CV03113",Contract / Business Cases,Closed,20151013,20161019
65395645,Santander Bank N A,"1584CV03108",Contract / Business Cases,Open,20151013,20151013
65496807,Santander Bank N A,"1584CV03918",Contract / Business Cases,Closed,20151230,20160519
65763269,Santander Bank N A,"1584CV03280",Contract / Business Cases,Closed,20151029,20160909
65815262,Santander Bank N A,"1584CV03263",Contract / Business Cases,Closed,20151028,20151110
65847870,Santander Bank N A,"1584CV02499",Contract / Business Cases,Closed,20150819,20150827
66165998,Santander Bank N A,"1584CV02379",Contract / Business Cases,Closed,20150806,20160203
66203336,Santander Bank N A,"1584CV01717",Contract / Business Cases,Closed,20150609,20160125
66506095,Santander Bank N A,"1584CV01282",Contract / Business Cases,Open,20150430,20150810
66518561,Santander Bank N A,"1584CV02057",Contract / Business Cases,Closed,20150708,20160330
66521532,Santander Bank N A,"1584CV01634",Contract / Business Cases,Closed,20150602,20160114
66689680,Santander Bank N A,"1584CV01781",Contract / Business Cases,Closed,20150615,20160128
66703881,Santander Bank N A,"1584CV01973",Contract / Business Cases,Closed,20150701,20151030
73203363,Santander Bank N A,"1584CV00906",Contract / Business Cases,Closed,20150330,20150924
73813814,Santander Bank N A,"1484CV03558",Contract / Business Cases,Closed,20141113,20150427
73852493,Santander Bank N A,"1584CV00714",Contract / Business Cases,Closed,20150313,20150407
74063366,Santander Bank N A,"1584CV00353",Administrative Civil Actions,Closed,20150206,20160223
74149609,Santander Bank N A,"1584CV00315",Contract / Business Cases,Closed,20150203,20151005
74250466,Santander Bank N A,"1484CV03460",Contract / Business Cases,Closed,20141104,20160303
